2020-01-13 12:29:24,952 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Found Studio home directory at: 'C:\Program Files\Android\Android Studio' 
2020-01-13 12:29:24,952 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at 'C:/Program Files/Android/Android Studio/sdk' 
2020-01-13 12:29:24,952 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Looking for Android SDK at 'C:/Program Files/Android/sdk' 
2020-01-13 12:29:24,952 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Unable to locate SDK within the Android studio installation. 
2020-01-13 12:29:24,952 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_HOME environment variable 
2020-01-13 12:29:24,952 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_SDK_ROOT environment variable 
2020-01-13 12:29:24,952 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: Last SDK used by Android tools 
2020-01-13 12:29:49,334 [entQueue-0]   INFO - rationStore.ComponentStoreImpl - Saving appDebuggerSettings took 11 ms 
2020-01-13 12:29:49,357 [Alarm Pool]   INFO - mponents.impl.stores.StoreUtil - saveProjectsAndApp took 118 ms 
2020-01-13 12:30:26,983 [Alarm Pool]   INFO - mponents.impl.stores.StoreUtil - saveProjectsAndApp took 12 ms 
2020-01-13 12:36:48,173 [entQueue-0]   INFO - rd.FirstRunWizardFrameProvider - Overriding welcome frame to be resizable 
2020-01-13 15:23:10,949 [Alarm Pool]   INFO - mponents.impl.stores.StoreUtil - saveProjectsAndApp took 83 ms 
2020-01-13 15:23:15,146 [entQueue-0]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2020-01-13 15:23:15,147 [entQueue-0]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2020-01-13 15:23:15,147 [entQueue-0]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2020-01-13 15:23:15,166 [entQueue-0]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2020-01-13 15:23:15,171 [entQueue-0]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2020-01-13 15:23:15,176 [entQueue-0]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 0 auto-detected files
Elapsed time on auto-detect: 0 ms 
2020-01-13 15:23:15,187 [fier64.exe]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2020-01-13 15:23:15,188 [entQueue-0]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2020-01-13 15:23:15,190 [entQueue-0]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2020-01-13 15:23:15,193 [wn tracker]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2020-01-13 15:23:15,195 [wn tracker]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
